,text,label,label_num
2635,budiman sudjatmiko nilai rencana prabowo gibran bangun tahan siber kurang pada holistik dekade08,Pertahanan dan Keamanan,3
2636,kawendra lukistianto ajak kader gerindra jember menang prabowo gibran menang satu putar radar jember radar jember indonesiakuatindonesiamaju diplomasiprogresif02 02melanjutkan,Politik,1
2637,23 november1 desember 2023 capai 50 2 30 desember 20246 januari 2024 terus turun hingga jadi 433 persen indonesiasentris indonesiahijau 02melanjutkan anakmudaindonesiaemas prabowo subianto,Politik,1
2638,nelayan tak terus puruk utang ganjar pranowo mahfud md sama bangun hidup nelayanbangun jnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,1
2639,tkn prabowogibran janji program kredit startup cnn indonesia menangseputaran,Politik,1
2640,mahfud md ganjar duo hebat punya semangat dwi tunggal bikin yakin sama indonesia bakal bangkit mahfudganjar2024ganjarpranowopilihanumat ganjarmahfudrebound jnk,Politik,1
2641,kampanye sulsel anies jadwal inap rumah jk,Politik,1
2642,putus pak ganjar pak mahfud intensif kerjasama regional rupa langkah strategis hadap tantang g3opolitik bersamasama negaranegara tetangga ganjarmahfud2024 dulujokowisekarangganjar coblos3,Pertahanan dan Keamanan,3
2643,anies minta jokowi beri sanksi erick thohir usai terangterangan dukung 02 tunggu,Politik,1
2644,adi informasi isu utama kampung sulit dapat air bersih masalah naik air laut indonesiasentris indonesiahijau 02melanjutkan anakmudaindonesiaemas prabowo subianto,Sumber Daya Alam,0
2645,fokus abah anies malah salfok anre gurutta guru besar pimpin pondok pesantren ddi,Politik,1
2646,dukung semua ganjar pranowo selalu konsisten jaga aman negara putus buka informasi mamat gunshop langkah positif patut apresiasi ganjarmahfudm3nangdebat ganjarmahfud2024 coblos3,Pertahanan dan Keamanan,3
2647,ini pidato anies baswedan jarang diviralkan benar pidato manusia waras orang sosok negarawan berfihak rakyat aminajadulu,Sosial Budaya,6
2649,milik alam lengkap ahy pak prabowo wujud tahan aman indonesia mumpuni percaya pak prabowo depan smart diplomatic indonesia jadi pimpin kawasan asia tenggara jadi main hitung dunia bagai forum internasional agus harimurti yudhoyono ketua umum partai demokrat menangkandemokrat menangkanprabowo,Politik,1
2650,beres tumpang tindih mulai pimpin milik komitmen presiden paling pas tangan ganjar pranowo mahfud md ganjarpranowopilihanumat jnk temanalamganjar atikohibunegara qowi1101,Politik,1
2651,jnkbersamaganjarmahfud tunjuk dukung ganjar pranowo mahfud md tak batas semua orang ikut jnk,Politik,1
2652,ayo bersamasama wujud satu satu pilih capres ganjar pranowo mahfud md pilpres datang sama jnkpdi23bd jnk ganjarmahfudrebound ganjarpranowopilihanumat tabrakprof,Politik,1
2653,bulan januari serang kubu dkk makin sengit masuk doxxing akun akun sosmed harap cepu grup login tutup bagi informasi counter serang jangan biar 02 kuasa asal bukan prabowo,Pertahanan dan Keamanan,3
2654,padahal kalian sendiri gabung duluan laku politik identitas jatuh ahok dalang erak kelompok 212 pilkada dki 2017 ancang strategi turun ahok saran mas ngaca dulu sblm ngomongin orang dukung ganjar sekarang setia satu baris ahok kalian jual nama ahok satu baris kelompok mendzolimi ahok lagi screenshot berita mas posting isi cuma diskusi koalisi masyarakat sipil coba cari google lupa bukankah haikal hasan satu baris kalian,Politik,1
2655,ganjarmahfud caprescawapres nomor urut tiga tawar solusi inovatif program tani bangga tan tingkat sejahtera tani indonesia lalu inisiatif upaya kuat sektor tani dekat beri dampak positif langsung tani sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud2024 satset pastilebihbaik satsetlebihbaik,Ideologi,4
2656,retas tak goyah bukti hasil pak mahufd jaga percaya publik gituamatmainnya ganjarmahfud2024 epic ganjar sama rakyat stop ekspor nikel pak lurah pdip bu hesti papua tidur coblos3,Politik,1
2657,terima kasih seluruh serta hadir desak anies tukar aspirasi kemarin banyak bahas buka kait isuisu sehat perempuan lingkung hidup agraria langsung laku sesi penuh aspirasi tukar pikir insya allah bawa ubah baik indonesia depan moga wujud 14 februari desakanies nakes perempuan lingkunganhidup agraria,Sosial Budaya,6
2658,pak anies presiden ubah lihat biasa kampanye satu arah gimik mulai ganti ruang dialog substantif terus bahagia didik politik indonesia sehatsehat pak mahfud,Politik,1
2659,presiden jokowi duga makin gencar manuver penting prabowogibran lebih bahaya kampanye buka baca lengkap tempo digital premium,Politik,1
2660,indonesiasentris indonesiahijau 02melanjutkan anakmudaindonesiaemas prabowo subianto,Sumber Daya Alam,0
2661,tren mention tiktok paslon aniescak imin tempat posisi paling atas trend jumlah mention postingan tiktok ikut prabowigibran ganjarmahfud md tanggal 2122 januari 2024 jadi tingkat jumlah mention event debat cawapres,Politik,1
2662,ganjar sosok pimpin mampu m3nginspirasi semua cinta alam ngobrol bar3ng ganjar ganjarmahfud2024 dulujokowisekarangganjar coblos162,Politik,1
2663,coblos sebentar bahas masalah kurang penting anies kalah kadang saling salah kadang malah diam diri kabur,Sosial Budaya,6
2664,pak anies tahu soal lactose intoleran alami banyak anak indonesia tambah soal stunting dibenerin gizi sejak kandung bukan pas anak udah sd,Sosial Budaya,6
2665,tuju banget apa kata ketua tkn prabowigibran ros roeslani musuh bukan aniesmuhaimin maupun ganjarmahfud musuh miskin belakang halhal hambat maju bangsa prabowogibraninspiratif pemimpinyangdinanti,Politik,1
2666,program kuliah gratis ganjarmahfud beri peluang nyata prajurit tni polri raih prestasi ganjarmahfud2024 dulujokowisekarangganjar coblos3,Politik,1
2667,padahal topuksi bidang tahan aman kemenhan mana,Pertahanan dan Keamanan,3
2668,erick ungkap temu jokowiprabowo bahas industri tahan cnn indonesia menangseputaran,Pertahanan dan Keamanan,3
2669,anies salah nyindir tanah prabowo kan masalah utama negri timpang,Sosial Budaya,6
2670,capres paslon 03 ganjar pranowo prof mahfud md percaya ekonomi lebih maju tumbuh capai 7 ganjarmahfudrebound ganjarpranowopilihanumat jnk,Ekonomi,5
2671,ganjarmahfud milik 21 program khusus salah satu fokus sejahtera nelayan langkah awal laku ganjar hapus kredit macet nelayan modernisasi nelayan rembuganjar,Sumber Daya Alam,0
2672,god bless indonesia plihan prabowogibran2024 sante elektabilitas serta pilpres 2024 hasil paslon prabowogibran unggul survei,Politik,1
2673,bu connie masalah pt tmi kemudian tawar proyek kemhan maksud pak prabowo rahasia negara bicara tutup jangan marah sekadar tanya,Pertahanan dan Keamanan,3
2674,program pak anies bapak gw akhir bikin sumur resap rumah plus bikin banjir rumah air hujan jatuh rumah keluar rumah terus kata proses bibit air sumur supya abis air sumur bentuk sustainability ceuna,Sumber Daya Alam,0
2675,cocok banget istri prabowo pas banget tukang nyerang personal suka playing victim banyak kontroversi mantapppppppppppppppppppp,Politik,1
2676,tuju sekali semua yakin cuma kitatetap pbowogbran bentuk bijak sesuai aspirasi generasi muda yuk02balikfokuspemilu memastikanditps 02menang,Politik,1
2677,1500 warga mang jabodetabek jabar banten deklarasi dukung aniesmuhaimin,Politik,1
2678,pak anies hari kampanye akbar padang sumatera barat tepat gor h agus salim kamis 25 januari 2024,Politik,1
2679,ganjar mahfud bawa harap besar ekonomi digital indonesia bersamasama dukung visi wujud baik ganjarmahfud2024 3mandatganjarmahfud l3bihbaik,Politik,1
2680,surat buka capres ri totalitas dukung merdeka palestina yth calon presiden republik indonesia 2024 2029 tempat surat buka ingat capres pilih takdir jadi presiden republik indonesia lima tahun datang bapak laku upaya lebih palestina tegas israel baik politik maupun ekonomi tegas sangat butuh dunia arab makin mesra israel suratterbuka capres2024 freepalestine stopgenocide capresbelapalestina,Pertahanan dan Keamanan,3
2681,acara desak anies pindah timnas amin minta aparat netral,Ideologi,4
2682,saat anies ganjar kerjasama membully prabowo kalian pernah bilang etika gila minta maaf saat gibran mengetroll mahfud lalu kalian teriak2 etika padahal gibran 2x minta maaf ucap terima kasih debatcawapres,Politik,1
2683,pesan putra papua anies baswedan pak aku titip masa depan papua bapak,Sosial Budaya,6
2684,gila dukung prabowo cuman beda dukung politik sampe doxxing data anak pak anies gada hubung pilpres rem orangorang begini beri kuasa tindak akun atas nama bawah,Politik,1
2685,pak anies tiba massa terkendalimomen pak anies silahturahmi tokoh masyarakat ambon sambut puluh ribu masyarakat ambon malu senin 15 januari 2024,Politik,1
2686,ganjar pranowo mahfud md sosok capres ganjar sama rakyat benerbener point dukung terus biar makin keren nct wish jnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,1
2687,nah lo prabowo clear jelas sandiaga jgn terus terus bilang anies tahu balas budi lo tahu bowo andai lo jasa alangkah dosa lo ungkit baik lo ikan org dulu lo sindir jkw ktk capres lo dukung gub dki,Politik,1
2688,wah diam2 pro israel kata dukung merdeka palestina mesrah israel pantes kemarin diam masalah pildun u20 berani nolak tim israel menteri tahan republik indonesia prabowo subianto lihat diskus kuasa usaha israel bahrain itay tagner forum internasional sabtu 2011 interaksi buka anggap jarang jadi lantar ri israel tak milik hubung diplomatik lebih obrol sebut laku tengah isu normalisasi negaranegara timur,Pertahanan dan Keamanan,3
2689,mas fadlimas fadli biar cuma omon omon doang emang punya,Sumber Daya Alam,0
2690,kesima respon ganjar soal selatan selatan optimal sda cipta lapang kerja lewat manfaat sda sana misal teknologi baterai lapang kerja nyata daya mampu tingkat ekonomi indonesia jadi besar ganjarmahfudm3nangdebat ganjarmahfud2024,Sumber Daya Alam,0
2691,ganjar pranowo tutup agenda safari politik kabupaten batang jateng selasa 1612024 malam unjung ndalem majelis gus abu khoir klawen sahabatganjar ganjarpranowo,Politik,1
2692,giat media sosial tangkap sidik bareskrim memposting rekam komunikasi jaksa jabat forkopinda batubara arah kepala desa korupsi dana desa 50 giat menang pasang prabowo gibran mau apa bangsa bebas sipil diinjakinjak polri jaga bebas masyarakat cinta demokrasi dihimbau jangan takut lawan otoritarian rejim himbauan polri jangan mau manfaat,Politik,1
2693,program ganjar pranowo pimpin paham harga bahan pokok stabil rakyat indonesia pahamrakyatganjarpranowopilihanumat ganjarmahfudrebound jnk,Politik,1
2694,ketua baswaslu ungkap motif curang pilpres 2024 prabowo gibran kemhan pilpes2024 belimbingsayur jokowi,Politik,1
2695,tenang dukung anies baswedan bukan dukung belah minim gagas kamuflase joget gemoy asli singgung,Politik,1
2696,mas china kristen bukan warga jkt ikut ikut ramai polarisasi temu hingga kini hoax2 thd pak mis tuduh korupsi anggar menteri didik sbtlnya justru balik menkeu tindak atas lapor anies,Pertahanan dan Keamanan,3
2697,respons tinggi animo masyarakat timnas amin bentuk satgas saksi kawal suara aniesmuhaimin,Politik,1
2698,politik rare banget punya capres backgroundnya kaliber abah sejak awal udah netepin standar tinggi mulai visi misi kampanye desak anies debat capres website aminajadulu bener rugi dong lepas,Politik,1
2699,nyata manajemeny duga kuat videotron kpop anies tarik intimidasi rezim redaksi luar kuasa rezim lakuin lokasi videotron luar biasa strategis jantung industri besar asia tenggara bekas raya,Politik,1
2700,skill komunikasi prabowo batas tembak bunuh culik wajar debat si gemoy milik imajinasi pilih kata tarik wong bertauntaun kerja cuman ngasih perintah laku keras,Politik,1
2701,according prabowo gaza opressed dont sufficient military power tonedeaf statement coming mister defense,Pertahanan dan Keamanan,3
2702,gibran terima kasih prabowo beliau patriot buka jalan indonesiakuatindonesiamaju diplomasiprogresif02 02melanjutkan,Politik,1
2703,kadang mikir gitu buat tertib kayak rumah2 semipermanen bantaran sungai kolong jembatan kadang terima gusur buat proyek misal gusur buat gedung mau bangu,Sosial Budaya,6
2704,nelayan tak sendiri lawan kredit macet ganjar pranowo mahfud md bersamasama ikan kuat nelayankuat ganjarpranowopilihanumat ganjarmahfudrebound jnk,Politik,1
2705,kiki daliyo ganjar pranowo cara ganjarmerawatpancasila lestari dolan tradisional 35fkswmxca mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 uang saku posyandu,Ideologi,4
2706,btl tokoh satu satu koruptor gk senang tknnya suruh lapor umbar2an bukti,Politik,1
2707,pimpin punya visi jauh depan ganjar pranowo sambut kolaborasi guru tinggi program unggul ganjarmahfudrebound ganjarpranowopilihanumat jnk,Politik,1
2708,wowo terimakasih hashim selamat rakyat tetap tolak capres culik masbowogbran pilihankita asal bukan prabowo makinbanyakyg02 kampanyekreatif101,Politik,1
2709,mau hina mau rendah julur lidah rakyat didik makin cinta anies baswedan,Politik,1
2710,rumah layak huni ribet paslon 3 ganjar pranowo mahfud md luncur program rumah 10 juta keluarga bakal nyaman tinggal rumah sendiriganjarmahfudrebound ganjarpranowopilihanumat jnk,Sosial Budaya,6
2711,sorong papua pak anies unjung masjid amp yayasan islamic center hj aliyyah baswedan diri sejak 2009 ibu pak anies bangun atas batu datang gaza lumur darah suhada palestina,Sosial Budaya,6
2712,acara desak anies anies baswedan tekan bantu sosial bansos jangan pernah klaim bantu pribadi bansos beli uang pajak oleh rakyat download metrotvxtend app store play store aniesbaswedan bansos bantuansosial pemilu2024,Politik,1
2713,alhamdulillah dukung terus alir deklarasi usaha lampung dukung pasang amin anies baswedan muhaimin iskandar aminajadulu,Politik,1
2714,hari kapal rumah sakit kri radjiman wedyodiningrat992 berangkat mesir lepas menteri tahan indonesia bapak prabowo subianto,Pertahanan dan Keamanan,3
2715,sampai program ekonomi amin acara dialog kamar dagang industri indonesia kadin sama capres anies rasyid baswedan asa kuliah online dengar papar pak anies daging semua,Politik,1
2716,03 udahpasti jnk ganjarmahfudrebound ganjarpranowopilihanumat pak ganjar pranowo prof mahfud md pimpin hormat harap masa depan lebih baik,Politik,1
2717,ratus rawan projo sambut datang gibran purworejo projo jokowi gibran prabowo prabowogibran,Politik,1
2718,gam pasu kompak sama prabowo raih menang maju jabartetappakbowo darijabar untukindonesia,Politik,1
2719,wah parah politisasi agama dukung wan angin benar aniesmuhaimin2024 anies deserve better ter0risbaasyir dukungamin,Politik,1
2720,bulan januari serang kubu dkk makin sengit masuk doxxing akun akun sosmed harap cepu grup login tutup bagi informasi counter serang jangan biar 02 kuasa asal bukan prabowo,Pertahanan dan Keamanan,3
2721,minggu spesial tani pak mas debat empat calon wakil presiden salut mas gibran selalu milik gagas lanjut programprogram beri manfaat besar generasi muda indonesia masuk hilir sumber daya alam ekonomi hijau oke gas,Sumber Daya Alam,0
2722,program pasang capres cawapres ganjar pranowo mahfud md tawar solusi pintar buat ekonomi desa lebih baik jnk ganjarpranowopilihanumat,Ekonomi,5
2723,prabowo utama kuat ekonomi kelola sumber daya hilir kaya guna sejahtera rakyat segani dunia beliau puji kuat indonesia mata dunia masa pimpin jokowi,Ekonomi,5
2724,prabowo gibran peduli sehat masyarakat,Politik,1
2725,jogetjoget senang pemuda lebih butuh programprogram beri solusi konkretseperti program ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk,Politik,1
2726,warga tionghoa ngaku hilang sosok anies jakarta dulu rasa payung lindung,Sosial Budaya,6
2727,tani buruh nelayan guru dagang usaha apa profesi harap tenang negara biaya hidup murah ojo lali pilih nomor siji 1 anies muhaimin aniespresiden2024 aniesmuhaimin,Politik,1
2728,puaspuasin sampai kritik masamasa milu prabowo presiden segala bentuk kritik bebas makna hina negara jangan bilang mustahil epitomenya makin colok harihari,Politik,1
2729,dukung santri muda tkn jamin dana abadi pesantren wujud tangan prabowogibran,Ideologi,4
2730,anies baswedan dadak mesra pdip hormat megawati,Politik,1
2731,prabowo gibran undur diri jabat kampanye sabtu minggu seninjumat pak jokowi kampanye,Ekonomi,5
2732,kampanye pak anies baswedan sorong papua makin optimis amin 1 menang,Politik,1
2733,bunga mekar hujan deras prabowo dapat dukung positif makin limpah 02menangkanhatirakyat kitaselaluada untukpragibs,Politik,1
2734,abah anies angkat martabat tani terus terus terima bansos hasil cukup aminajadulu,Sosial Budaya,6
2735,jogyakarta gerak menang ganjarmahfud pilpres 2024 ganjarmahfud2024,Politik,1
2736,mahfud md ganjar pranowo tunjuk ceria kunci dekat diri rakyat ganjar mahfud hebat l3bihbaik mahfudlebihbaik3 ganjarmahfud2024 buruh naik kelas,Ekonomi,5
2737,rekam jejak pak anies pak ganjar gubernur tanya rekam jejak pak menhan aktif jabat baik jangan senggol rahasia negara gitu kali ye jangan dimarahin ye gue cuma warga biasa,Politik,1
2738,abah anies angkat martabat tani terus terus terima bansos hasil cukup aminajadulu,Sosial Budaya,6
2739,calon presiden ri urut 3 ganjar pranowo izin langgar konstitusi atur dasar negara rusak fondasi negara kitaganjarpranowopilihanumat,Ideologi,4
2740,tim kampanye nasional pilih muda bidang tahan aman tkn fanta hankam prabowogibran sama ponpes atthoillah ponpes namirul abyad ponpes macan putih gelar deklarasi akbar 20000 santri puluh ribu santri 15 ponpes sejawa timur dukung prabowo subianto gibran rakabuming raka presiden wakil presiden ri deklarasi gelar lapang rejo mulyo kota madiun wakil komandan tkn fanta ulta levenia nababan harap tambah dukung jadi menang mutlak prabowogibran jatim deklarasi akbar santri tunjuk makin banyak kalang muda dukung prabowogibran yakin gelombang dukung multietnis kalang muda buat elektabilitas prabowogibran makin tak kejar kata ulta rilis rabu 2412024 airlanggacenter pbowogbran bikinadem memastikanditps 02menang samsul rabu savage tom lembong,Demografi,2
2741,pagi fb bukan cuma bicara besar kerja besar pasang duo bapak bangsa ganjar pranowo prof mahfud capres punya program jelas jnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,1
2742,deklarasi penuh semangat gam ciamis suara dukung prabowo jabartetappakbowo darijabar untukindonesia,Politik,1
2743,calon presiden ri urut 3 ganjar pranowo yakin langgar konstitusi atur dasar negara henti dihukumjnk ganjarmahfudrebound ganjarpranowopilihanumat,Ideologi,4
2744,minggu 28 jan 24 adh detik2 datang pak anies kampanye akbar purwakarta kalah jumlah massa bandung purwakarta laut manusia alhamdulilah dukung besar paslon 01 insya allah taqdir pihak menang amin bandunglautanamin,Politik,1
2745,respect sama pak prabowo hasil raih dukung nelayan memang visi misi jelas negarawansejati,Politik,1
2746,mahfud md ganjar pimpin rasa ajaib satu zaman merdeka sama lebih kuat harapanbangsa jnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,1
2747,prabowo apit suara rakyat jabar penuh semangat cipta lingkung positif keliling jabartetapuntuk02 berbuatbaik untukmasyarakat,Politik,1
2748,bijak ganjarmahfudrebound ganjar pranowo mahfud md tunjuk lanjut lestari lingkung prioritas utamajnk,Sumber Daya Alam,0
2749,kampanye pak anies cilacap jawa tengah membludak hari rabu 24 januari 2024,Politik,1
2750,konser indonesia maju prabowogibran agam riah andre rosiade bas ribu orang tumpah hari haluan hari haluan network indonesiakuatindonesiamaju diplomasiprogresif02 02melanjutkan,Politik,1
2751,sosok pimpin sangat butuh indonesia pimpin jujur rakyat punya integritas tinggi ganjarl3bihbaik setia dukung ganjar,Politik,1
2752,jogja semarang ikut kirab bangsa terima kasih warga semarang atas sambut luar biasa sampai sempat partai demokrat amp gas pol menang prabowogibran,Politik,1
2753,amat militer tahan connie rahakundini bakrie turut sorot aksi presiden joko widodo nyata presiden pihak milu nyata jokowi sampai hadir serah pesawat c130j30 super hercules menteri tahan prabowo subianto kepala staf angkat udara kasau marsekal fadjar prasetyo connie nilai baris perwira diri belakang samping jokowi sedang jual jokowi tampak beri pesan tentu masyarakat,Pertahanan dan Keamanan,3
2754,wah wah wah bener mah benar prabowo nyindir jkw lebih parah bayang bantu mulai wali kota gubernur presiden eh ujung2nya hianati pdip hewan beri makan nurut manusia asalbukanprabowo,Politik,1
2755,blunder melulu ni mbah prabowo,Sumber Daya Alam,0
2756,abah anies cak imin kalaupun bapak2 menang moga bapak2 laku amal jariah udah bikin hepi kampanye senang penuh ilmu semenjak dukung bapak2 aware sama isu2 sekarang hatur nuhun,Politik,1
2757,ganjar medeklair baju hitam putih resmi politik identitas,Politik,1
2758,golkar pan pkb nyata usung prabowo bacapres 2024,Politik,1
2759,anggap cerdas anies makin populer medsos usai debat capres,Politik,1
2760,membludak alhamdulillah generasi muda rindu gagas cerdas kawatir bujuk 02 mempan ikut arah pak anies,Demografi,2
2761,presiden indonesia ajar salah satu jejak anies baswedan bidang didik terjun jabat publik politis 2022 indonesia ajar kirim 1157 ajar muda 38 kabupaten 25 provinsi indonesia,Politik,1
2762,cerita michael sianipar mantan ketua psi dki lama siap formula e selalu kritik keras anies baswedan,Politik,1
2763,geger dukung golkar pecah prabowo makin sulit menang satu putar kader simpatisan golkar lebih dukung anies,Politik,1
2764,amat militer tahan connie rahakundini bakrie turut sorot aksi presiden joko widodo nyata presiden pihak milu nyata jokowi sampai hadir serah pesawat c130j30 super hercules menteri tahan prabowo subianto kepala staf angkat udara kasau marsekal fadjar prasetyo connie nilai baris perwira diri belakang samping jokowi sedang jual jokowi tampak beri pesan tentu masyarakat,Pertahanan dan Keamanan,3
2765,kata anies skor sistem tahan indonesia 11100 buruk rencana ada alutsista negara ganjar beri terobos sistem buttom beri fasilitas baik nan kualitas selamat tni ad al au,Pertahanan dan Keamanan,3
2766,keren banget program capres ganjar pranowo cawapres mahfud md alokasi 35 kredit perban bantu koperasi umkm tumbuh sinar ini ubah nyataganjarmahfudrebound ganjarpranowopilihanumat jnk,Ekonomi,5
2767,dukung masyarakat jawa tengah bentuk apresiasi komitmen ganjarmahfud bangun fondasi k3amanan kokoh ganjarmahfud2024 dulujokowisekarangganjar coblos3,Politik,1
2768,epik sembari tunggu kereta lintas eh banyak warga tempat bahkan kader pks ajak ganjar berswafoto sama ini bukti calon pimpin rakyat pernah masalah kamu partai apa kamu dukung siapa semua laku sama,Politik,1
2769,coba panwas berani waktu gibran langgar atur car free day bagi susu gratis program kampanye prabowo gibran bareng pan berani sama mas ganjar dicaricari salah,Politik,1
2770,puji pendeta jason bolompapueng anies baswedan kata jakarta bawah pimpin anies,Politik,1
2771,manfaat bonus demografi alam ganjar dorong anak muda prestasi level internasional programunggulanganjar,Sumber Daya Alam,0
2772,ganjar hadir tantang kpk sampai komitmen berantas korupsi indonesia ganjarmahfu d2024 majalengka majalengka ganjar mahfud hebat coblos3 3gm dulujokowisekarangganjar kitamasbowo dangbran,Politik,1
2773,anies nyungsep sore aurel cewe zenius udah sampe depok ahok dishub bekas deres sekjen pbb kuli jepang kuala lumpur,Ekonomi,5
2774,indonesia butuh sosok pak ganjar jadi presiden ganjar mahfud hebat 3gm coblos3,Politik,1
2775,jelang debat isu tahan tkn bangga prabowo bangun heta news indonesiakuatindonesiamaju diplomasiprogresif02 02melanjutkan,Politik,1
2776,anies acara ajak tonton latih pikir kritis ngajarin cara paham data meanwhile prabowo acara bikin tonton goblokgoblokin orang kan sekarang mana usaha cerdas bangsa dorong mundur bangsa,Ideologi,4
2777,prabowo kasar sekali jokowi sebut tugas partai singgung buat umpama dukung anies beri makan hewan anies jadi boneka prabowo mampu tulus,Politik,1
2778,isu tarik pas desak anies tadi reaktivasi jalur kereta api sumbar jalan bukittinggi sempit full sama kendara mobil pas mudik hari raya macet gilagilaan butuh alternatif transportasi jalur kereta api bikin wisata sumbar makin nyaman,Sumber Daya Alam,0
2779,perlu capres cuma ambisi tinggi tahu arah ganjar pranowo udah bawa visi misi jelas ganjarmahfudrebound ganjarpranowopilihanumat jnk,Ideologi,4
2780,sama jnk raih citacita sama dukung ganjar pranowo mahfud md jnk ganjarmahfudrebound ganjarpranowopilihanumat,Politik,1
2781,aniesfpi baris anies keluarga besar nu baris anies pemuda muhammadiyah anies warga turun tionghoa baris nyata capres 01 anies baswedan rangkul seluruh golong rakyat indonesia beda satu indonesia rumah semua,Politik,1
2782,lansia seharihari jual makan terminal jombor bahkan libur dagang tunggu datang prabowo patih prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,Politik,1
2783,pak anies msk substansi masa tahan keman dunia internasional langkah strategis apa hrs lalu amp detail contoh wawas pak anies emang luar biasa guys pak bowo kena ulti kali kali pak anies terlalu op debatcapres aminajadulu,Pertahanan dan Keamanan,3
2784,prabowo sulit raih menang jokowi curiga milik ijazah palsu gibran penuh masalah,Politik,1
2785,pak anies baswedan darat bandara minangkabau hari kampanye akbar padang palembang datang ramai guys aminajadulu,Politik,1
2786,bukti gagal jokowi atas harga beras hari warga ambon beli beras harga 18000 17000 adil sosial mana silah bapak jokowi kampanye anak milu kali lebih percaya ganjar mahfud atas semua gagal bpk,Politik,1
2787,devisa negara harap tingkat anies rangkul banyak investor via tvone,Ekonomi,5
2788,ingat kemarin viral orang pemuda papua peluk pak anies pemuda papua menang haru bahagia peluk pak anies bayang pemuda papua naik motor tempuh jalan 4 jam temu pak anies pak anies kemarin kunjung papua,Sosial Budaya,6
2789,nyangka rame bener twit kemarin nyata kata deklarasi sampe banyak circle screencapture lalu diforward2 padahal bukan siapasiapa orang biasa dukung pak jokowi 2014 undang istana waktu lantik mas gibran meni undang salam beliau pelamin 2017 dukung pak ahok pisah jalan politik mas anies kenal sejak potret indonesia ajar berat waktu rasa 2019 pak jokowi maju sepenuh hati bantu rajin buat konten kampanye buat beliau semua bayar satu sen masuk grup wa koordinasi resmi apa ikut sorak beliau menang syukur buat semua baik pak jokowi laku lama perintah banyak sekali baik gebrakan2 harihari pertama mungkin akhir jalan negara kemarin pandemi indonesia lalu baik ekonomi indonesia konsisten jauh lebih baik tetanggatetangga dunia lupa hilang semua dunia multiverse mungkin indonesia 20142024 indonesia baik orang suka berandaiandai percaya indonesia 20142024 indonesia baik cuma lihat tiba saat masa bakti beliau akhir sesuai konstitusi saat beliau titip mandat emban ikut rakyat pilih terus beliau suka sekali kutip nelson mandela may choices reflect hopes fears moga keputusankeputusanmu tunjuk harap bukan takut capek tolak pilih calon pimpin bangsa awas lu awas lu wah ngeri lu jangan awas awas awas jangan jangan jangan kurang suka hidup lama orang percaya harap memang selalu dikatakatain jaman sekarang elu bego apa goblog cuma tolol puji tuhan alhamdulillah lama hidup orang harap selalu bawa naik puncakpuncak gunung seru kecewa sekali senang 20 kali oke lah orang bertubi2 tanya terus kemarin wad sederhana pilih capres cuma satu buat harap beliau kecewa janji beliau deliver partai oposisi terus hantam beliau tunjuk kekurangankekurangan beliau know im child man definetely god saviour orang dewasa mau umur lima dekade sebentar cukup erti sistem politik banyak cacat tahu partai punya penting tahu nama kuasa mabuk nama ego kendali putus tahu manusia sempurna rakus hehehe pilih harap elu bego apa goblog cuma tolol harap sama politis siap optimistic naive leadership pilih optimis percaya pimpin atas diri sendiri pilih optimis buat apa hidup percaya banyak teman hubung kemarin bahaya ta sungguh khawatir tekan opresi datang bisnis cuma jawab sampe persekusi pilih bukankah tanda paling jelas pilih kelompok merekamereka laku mungkin beneran suatu hari persekusi malah suara lebih keras hehe kaga bener ah baris temanteman koreksi indah buat pesta demokrasi teman karib beda pilih banyak teman dekat beda pilih beda sama sekali teman mau bahas pilih capres ayok santai kepala dingin layak orang dewasa milu selesai lupa coprascapres tetangga beda pilih tetangga beda capres saudara bangsa moga inget selalu percaya pr indonesia vs world indonesia vs 10 tahun depan dunia gejolak siapa presiden rakyat satu siap rakyat pak prabowo pak ganjar gaskeun dukung bapak baik pilih 14 feb mau pilih harap bukan takut great day everyone jangan berantemberantem indonesia rumah sama,Ideologi,4
2790,aceh memang istimewa pernah rekam banyak aceh baru hari hari kumpul sini tanggal 27 januari 2024 bayar tidaaaakkkk anies kampanye akbar 27 januari 2024 samsulkuburannyajokowi samsulkuburannyajokowi,Politik,1
2791,anies baswedan sebut beri tugas naik gaji tni tahun perlu ngekos sewa turut tni layak beri tempat tinggal dinas debatketigacapres debatcapres debatcaprescawapres2024 pemilu2024 pilpres2024 theelectionchannelmetrotv,Politik,1
2792,abis nonton video percaya prabowo bodoh arti elu emang goblok debat masyarakat kalang biasa kayak keok opa ulik,Politik,1
2793,kontribusi pasang capres cawapres ganjar pranowo mahfud md tani makin lihat kuota pupuk tingkat hasil tani lebih baik ganjarmahfudrebound ganjarpranowopilihanumat jnk,Ekonomi,5
